id,name,code,parent_id/id,type,user_type/id,reconcile
thai_rjc_58700,Mix Variance,58700,thai_rjc_58000,Regular,account.data_account_type_cost_of_goods_sold,FALSE
thai_rjc_58800,Average Cost Variance,58800,thai_rjc_58000,Regular,account.data_account_type_cost_of_goods_sold,FALSE
thai_rjc_60000,ค่าใช้จ่ายขายและบริหาร,60000,thai_rjc_2,View,account.data_account_type_view,FALSE
thai_rjc_60100,เงินเดือน ค่าจ้างและสวัสดิการพนักงาน,60100,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_60110,เงินเดือน,60110,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60120,ค่าจ้างแรงงาน,60120,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60130,ค่าล่วงเวลา,60130,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60140,ค่าเบี้ยเลี้ยง,60140,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60150,ค่าโบนัส,60150,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60210,ค่าแรงงานเหมา,60210,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60220,ค่าจ้างเบ็ดเตล็ด,60220,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60230,ค่านายหน้า,60230,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60310,ค่ารักษาพยาบาล,60310,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60320,เงินสมทบกองทุนประกันสังคมและกองทุนทดแทน,60320,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60330,เงินสมทบเงินสะสมพนักงาน,60330,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60340,ค่าอบรมและสัมมนา,60340,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60350,ค่าสวัสดิการอื่นๆ,60350,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_60900,ค่าใช้จ่ายพนักงานอื่นๆ,60900,thai_rjc_60100,Regular,account.data_account_type_expense,FALSE
thai_rjc_61000,ค่าใช้จ่ายในการเดินทาง,61000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_61100,ค่าใช้จ่ายในการเดินทาง,61100,thai_rjc_61000,Regular,account.data_account_type_expense,FALSE
thai_rjc_61200,ค่าใช้จ่ายในการเดินทางต่างจังหวัด,61200,thai_rjc_61000,Regular,account.data_account_type_expense,FALSE
thai_rjc_61300,ค่าน้ำมันรถ,61300,thai_rjc_61000,Regular,account.data_account_type_expense,FALSE
thai_rjc_62000,ค่าใช้จ่ายในการขนส่ง,62000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_62100,ค่าขนส่ง,62100,thai_rjc_62000,Regular,account.data_account_type_expense,FALSE
thai_rjc_62200,ค่าใช้จ่ายในการส่งออก,62200,thai_rjc_62000,Regular,account.data_account_type_expense,FALSE
thai_rjc_63000,ค่าใช้จ่ายส่งเสริมการขายและการตลาด,63000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_63100,ค่าสื่อโฆษณา,63100,thai_rjc_63000,Regular,account.data_account_type_expense,FALSE
thai_rjc_63200,ค่าแคตตาล็อก สื่อสิ่งพิมพ์,63200,thai_rjc_63000,Regular,account.data_account_type_expense,FALSE
thai_rjc_63300,ค่าสินค้าตัวอย่าง,63300,thai_rjc_63000,Regular,account.data_account_type_expense,FALSE
thai_rjc_63400,ค่าประกวดราคา,63400,thai_rjc_63000,Regular,account.data_account_type_expense,FALSE
thai_rjc_63500,ค่าใช้จ่ายส่งเสริมการขายและการตลาด,63500,thai_rjc_63000,Regular,account.data_account_type_expense,FALSE
thai_rjc_64000,ค่าใช้จ่ายสำนักงาน,64000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_64100,ค่าเช่าอาคารและสถานที่,64100,thai_rjc_64000,Regular,account.data_account_type_expense,FALSE
thai_rjc_64200,ค่าไฟฟ้า,64200,thai_rjc_64000,Regular,account.data_account_type_expense,FALSE
thai_rjc_64300,ค่าน้ำประปา,64300,thai_rjc_64000,Regular,account.data_account_type_expense,FALSE
thai_rjc_64400,ค่ารักษาความปลอดภัย,64400,thai_rjc_64000,Regular,account.data_account_type_expense,FALSE
thai_rjc_64500,ค่าเครื่องเขียนสิ่งพิมพ์,64500,thai_rjc_64000,Regular,account.data_account_type_expense,FALSE
thai_rjc_64600,ค่าใช้จ่ายสำนักงาน,64600,thai_rjc_64000,Regular,account.data_account_type_expense,FALSE
thai_rjc_64700,เครื่องถ่ายเอกสาร,64700,thai_rjc_64000,Regular,account.data_account_type_expense,FALSE
thai_rjc_65000,ค่าโทรศัพท์และการสื่อสาร,65000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_65100,ค่าโทรศัพท์,65100,thai_rjc_65000,Regular,account.data_account_type_expense,FALSE
thai_rjc_65200,ค่าอินเตอร์เน็ต,65200,thai_rjc_65000,Regular,account.data_account_type_expense,FALSE
thai_rjc_65300,ค่าไปรษณีย์และอากรแสตมป์,65300,thai_rjc_65000,Regular,account.data_account_type_expense,FALSE
thai_rjc_66000,ค่าสมาชิกและวารสารสิ่งพิมพ์,66000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_66100,ค่าวารสารสิ่งพิมพ์,66100,thai_rjc_66000,Regular,account.data_account_type_expense,FALSE
thai_rjc_66200,ค่าสมาชิกต่างๆ,66200,thai_rjc_66000,Regular,account.data_account_type_expense,FALSE
thai_rjc_67000,ค่าซ่อมแซมบำรุงรักษา,67000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_67100,ค่าซ่อมบำรุงสำนักงานและเครื่องใช้สำนักงาน,67100,thai_rjc_67000,Regular,account.data_account_type_expense,FALSE
thai_rjc_67200,ค่าซ่อมบำรุงยานพาหนะ,67200,thai_rjc_67000,Regular,account.data_account_type_expense,FALSE
thai_rjc_67900,ค่าซ่อมบำรุงอื่นๆ,67900,thai_rjc_67000,Regular,account.data_account_type_expense,FALSE
thai_rjc_68000,ค่าธรรมเนียมวิชาชีพ,68000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_68100,ค่าทำบัญชี,68100,thai_rjc_68000,Regular,account.data_account_type_expense,FALSE
thai_rjc_68200,ค่าตรวจสอบบัญชี,68200,thai_rjc_68000,Regular,account.data_account_type_expense,FALSE
thai_rjc_68900,ค่าธรรมเนียมวิชาชีพอื่นๆ,68900,thai_rjc_68000,Regular,account.data_account_type_expense,FALSE
thai_rjc_69000,ค่าเบี้ยประกันภัยต่างๆ,69000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_69100,ค่าเบี้ยประกันอัคคีภัย,69100,thai_rjc_69000,Regular,account.data_account_type_expense,FALSE
thai_rjc_69200,ค่าเบี้ยประกันรถยนต์,69200,thai_rjc_69000,Regular,account.data_account_type_expense,FALSE
thai_rjc_69900,ค่าเบี้ยประกันอื่นๆ,69900,thai_rjc_69000,Regular,account.data_account_type_expense,FALSE
thai_rjc_70000,ค่าธรรมเนียมธนาคารและอื่นๆ,70000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_70100,ค่าธรรมเนียมธนาคาร,70100,thai_rjc_70000,Regular,account.data_account_type_expense,FALSE
thai_rjc_70900,ค่าธรรมเนียมอื่นๆ,70900,thai_rjc_70000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71000,ค่าเสื่อมราคาและการตัดจำหน่าย,71000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_71319,ค่าเสื่อมราคาสะสมอาคารและสิ่งปลูกสร้าง,71319,thai_rjc_71000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71329,สิทธิการเช่าตัดจำหน่ายสะสม,71329,thai_rjc_71000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71339,ค่าเสื่อมราคาสะสมเครื่องจักร,71339,thai_rjc_55000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71349,ค่าเสื่อมราคาสะสมเครื่องมือและอุปกรณ์โรงงาน,71349,thai_rjc_55000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71359,ค่าเสื่อมราคาสะสมเครื่องตกแต่งและเครื่องใช้สำนักงาน,71359,thai_rjc_71000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71369,ค่าเสื่อมราคาสะสมคอมพิวเตอร์,71369,thai_rjc_71000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71379,ค่าเสื่อมราคาสะสมซอฟท์แวร์,71379,thai_rjc_71000,Regular,account.data_account_type_expense,FALSE
thai_rjc_71389,ค่าเสื่อมราคาสะสมยานพาหนะ,71389,thai_rjc_71000,Regular,account.data_account_type_expense,FALSE
thai_rjc_72000,ค่าภาษีและลิขสิทธิ,72000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_72100,ค่าลิขสิทธิ์,72100,thai_rjc_72000,Regular,account.data_account_type_expense,FALSE
thai_rjc_72200,ค่าภาษีบำรุงท้องที่,72200,thai_rjc_72000,Regular,account.data_account_type_expense,FALSE
thai_rjc_72300,ค่าภาษีโรงเรือน,72300,thai_rjc_72000,Regular,account.data_account_type_expense,FALSE
thai_rjc_72400,ค่าภาษีป้าย,72400,thai_rjc_72000,Regular,account.data_account_type_expense,FALSE
thai_rjc_72900,ค่าภาษีอื่นๆ,72900,thai_rjc_72000,Regular,account.data_account_type_expense,FALSE
thai_rjc_72990,ภาษีเงินได้นิติบุคคล,72990,thai_rjc_72000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73000,ค่าใช้จ่ายการในการดำเนินงานอื่นๆ,73000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_73110,หนี้สูญ,73110,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73120,ค่าเรียกเก็บหนี้,73120,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73130,เงินบริจาค,73130,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73140,ค่ารับรอง,73140,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73160,ค่าปรับภาษีอากรและเบี้ยปรับทั่วไป,73160,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73190,ค่าใช้จ่ายเบ็ดเตล็ด,73190,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73210,ดอกเบี้ยจ่าย,73210,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73220,เงินปันผลจ่าย,73220,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73230,ขาดทุนจากการจำหน่ายสินทรัพย์,73230,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73240,ขาดทุนจากอัตราแลกเปลี่ยนที่เกิดขึ้นจริง,73240,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_73250,ขาดทุนจากอัตราแลกเปลี่ยนที่ไม่เกิดขึ้นจริง,73250,thai_rjc_73000,Regular,account.data_account_type_expense,FALSE
thai_rjc_74000,ค่าใช้จ่ายบวกกลับ,74000,thai_rjc_60000,View,account.data_account_type_view,FALSE
thai_rjc_74100,เงินสดย่อยเกิน (ขาด),74100,thai_rjc_74000,Regular,account.data_account_type_expense,FALSE
thai_rjc_74200,ค่าใช้จ่ายไม่ให้ถือเป็นรายจ่าย,74200,thai_rjc_74000,Regular,account.data_account_type_expense,FALSE
thai_rjc_74300,เบี้ยปรับเงินเพิ่มตามประมวลรัษฎากร,74300,thai_rjc_74000,Regular,account.data_account_type_expense,FALSE
thai_rjc_74900,บัญชีพัก,74900,thai_rjc_74000,Regular,account.data_account_type_expense,FALSE
