id,account_id,reference,comment,date_due,date_invoice,invoice_line/sequence,invoice_line/account_id,invoice_line/name,invoice_line/product_id,invoice_line/quantity,invoice_line/price_unit,invoice_line/invoice_line_tax_id,invoice_line/uos_id,partner_id
account_invoice_1009224,11310 ลูกหนี้การค้าในประเทศ,979-48937,,2013-02-14,2013-02-14,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,2,4485,,คัน,เอกชัยจักรยาน
account_invoice_1009224,11310 ลูกหนี้การค้าในประเทศ,979-48937,,2013-02-14,2013-02-14,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,1,4485,,คัน,เอกชัยจักรยาน
account_invoice_1009224,11310 ลูกหนี้การค้าในประเทศ,979-48937,,2013-02-14,2013-02-14,30,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 27""Fix Gear (ทรงสูง) มุกดำ  ไม่อัดแกนจานดูด * ตัวถัง+ตะกียบ",MMM16N,10,430,,ชุด,เอกชัยจักรยาน
account_invoice_1009224,11310 ลูกหนี้การค้าในประเทศ,979-48937,,2013-02-14,2013-02-14,40,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 27""Fix Gear (ทรงสูง) ขาวเงา  ไม่อัดแกนจานดูด * ตัวถัง+ตะกียบ",MMM16N,10,430,,ชุด,เอกชัยจักรยาน
account_invoice_1009224,11310 ลูกหนี้การค้าในประเทศ,979-48937,,2013-02-14,2013-02-14,50,41100 รายได้จากการขายสินค้า,"ชุดเล็ก 27""Fix Gear (ทรงสูง) เหลือง  ไม่อัดแกนจานดูด * ตัวถัง+ตะกียบ",MMM16N,10,430,,ชุด,เอกชัยจักรยาน
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีแดง",RJC24R,6,1050,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีน้ำเงิน",RJC24B,6,1050,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีแดง",RJC20R,5,1010,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,40,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีชมพู",RJC20P,6,1010,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,50,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีน้ำเงิน",RJC20B,5,1010,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,60,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีฟ้า",WAN16SB,4,929,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,70,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีแดง",WAN16R,4,929,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,80,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีชมพู",WAN16P,12,929,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009227,11310 ลูกหนี้การค้าในประเทศ,979-48938,,2013-02-15,2013-02-15,90,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีดำ",RJC20K,4,1010,,คัน,"ป.ไบค์, ร้าน"
account_invoice_1009226,11310 ลูกหนี้การค้าในประเทศ,979-48939,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FREESTYLE รุ่น HARO"" ชุบโครเมี่ยม",MHR20C,10,1380,,คัน,โชคชัยพานิช (วิศาลจักรยาน)
account_invoice_1009225,11310 ลูกหนี้การค้าในประเทศ,979-48940,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,ยางนอก INNOVA 700 x 25C สีเขียว,TIREINNOVAG,10,200,,เส้น,โชคชัยพานิช (วิศาลจักรยาน)
account_invoice_1009225,11310 ลูกหนี้การค้าในประเทศ,979-48940,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,ยางนอก INNOVA 700 x 25C สีน้ำเงิน,TIREINNOVAB,10,200,,เส้น,โชคชัยพานิช (วิศาลจักรยาน)
account_invoice_1009225,11310 ลูกหนี้การค้าในประเทศ,979-48940,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,ยางนอก INNOVA 700 x 25C สีเหลือง,TIREINNOVAY,10,200,,เส้น,โชคชัยพานิช (วิศาลจักรยาน)
account_invoice_1009225,11310 ลูกหนี้การค้าในประเทศ,979-48940,,2013-02-15,2013-02-15,40,41100 รายได้จากการขายสินค้า,ยางนอก INNOVA 700 x 25C สีเขียว,TIREINNOVAG,5,200,,เส้น,โชคชัยพานิช (วิศาลจักรยาน)
account_invoice_1009225,11310 ลูกหนี้การค้าในประเทศ,979-48940,,2013-02-15,2013-02-15,50,41100 รายได้จากการขายสินค้า,ยางนอก INNOVA 700 x 25C สีน้ำเงิน,TIREINNOVAB,5,200,,เส้น,โชคชัยพานิช (วิศาลจักรยาน)
account_invoice_1009228,11310 ลูกหนี้การค้าในประเทศ,979-48941,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีชมพู",RJC20P,20,940,,คัน,โกสีย์จักรยาน(กิมฟอง)
account_invoice_1009228,11310 ลูกหนี้การค้าในประเทศ,979-48941,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีแดง",RJC20R,13,940,,คัน,โกสีย์จักรยาน(กิมฟอง)
account_invoice_1009228,11310 ลูกหนี้การค้าในประเทศ,979-48941,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 20"" สีน้ำเงิน",RJC20B,30,940,,คัน,โกสีย์จักรยาน(กิมฟอง)
account_invoice_1009229,11310 ลูกหนี้การค้าในประเทศ,979-48942,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีแดง",WCR24R,1,1520,,คัน,Walk-in Customers
account_invoice_1009229,11310 ลูกหนี้การค้าในประเทศ,979-48942,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 14"" สีแดง",JXG14R,1,960,,คัน,Walk-in Customers
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 24"" ชุบโครเมี่ยม ขึ้นซี่ลวด #14G พร้อมดุม 28 รู - หน้า/หลัง",KIT_RIM_24S_FR,100,165,,คู่,แสงจันทร์
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 16""*10G*20H สีสะท้อน คละสี",RIM028X,100,70,,คู่,แสงจันทร์
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,"วงล้อเหล็ก 20""*10G*28H สีสะท้อนแสง คละสี",RIM033X,100,89,,คู่,แสงจันทร์
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,40,41100 รายได้จากการขายสินค้า,บันได 94  หัวใหญ่ ดำ,PDL018,500,19.5,,คู่,แสงจันทร์
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,50,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 16 สีชมพู + คอ MTB 60mm  สีชมพู,KIT_HAND_MINI_16P,200,46,,ชุด,แสงจันทร์
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,60,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 16 สีฟ้า + คอ MTB 60mm  สีฟ้า,KIT_HAND_MINI_16SB,40,46,,ชุด,แสงจันทร์
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,70,41100 รายได้จากการขายสินค้า,ชุดแฮนด์ MINI 16 สีแดง + คอ MTB 60mm  สีแดง,KIT_HAND_MINI_16R,100,46,,ชุด,แสงจันทร์
account_invoice_1009230,11310 ลูกหนี้การค้าในประเทศ,979-48943,,2013-02-15,2013-02-15,80,41100 รายได้จากการขายสินค้า,บันได 12  หัวเล็ก ดำ,PDL002,100,18,,คู่,แสงจันทร์
account_invoice_1009231,11310 ลูกหนี้การค้าในประเทศ,979-48944,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีฟ้า (YS7788)",MCV26B,3,1890,,คัน,น่าฮวดเฮง
account_invoice_1009231,11310 ลูกหนี้การค้าในประเทศ,979-48944,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีชมพู (YS7787)",MCV26P,3,1890,,คัน,น่าฮวดเฮง
account_invoice_1009232,11310 ลูกหนี้การค้าในประเทศ,979-48945,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีฟ้า (YS7788)",MCV26B,1,1890,,คัน,เจริญเมือง
account_invoice_1009232,11310 ลูกหนี้การค้าในประเทศ,979-48945,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW รุ่น CITY VINTAGE 26""x1 3/8 สีชมพู (YS7787)",MCV26P,1,1890,,คัน,เจริญเมือง
account_invoice_1009233,11310 ลูกหนี้การค้าในประเทศ,979-48946,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE MINI 16"" MY13 สีขาว YS-775",MMI16W,2,1839,,คัน,เจี่ยง่วนเฮง
account_invoice_1009233,11310 ลูกหนี้การค้าในประเทศ,979-48946,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE METRO 16"" MY13 สีน้ำตาลเข้ม YS-760",MMM16N,2,1839,,คัน,เจี่ยง่วนเฮง
account_invoice_1009233,11310 ลูกหนี้การค้าในประเทศ,979-48946,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE METRO 16"" MY13 สีเงิน YS-7605",MMM16S,3,1839,,คัน,เจี่ยง่วนเฮง
account_invoice_1009234,11310 ลูกหนี้การค้าในประเทศ,979-48947,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,ซี่ลวดเหล็ก 10G*123มม. สีแดงอะโนไดซ์ พร้อมหัวซี่ลวดขึ้นมือ,SPK038,20,182,,กุรุส,พี.เอส.ที.เทรดดิ้ง
account_invoice_1009234,11310 ลูกหนี้การค้าในประเทศ,979-48947,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,ซี่ลวดเหล็ก 10G*123มม. สีน้ำเงินอะโนไดซ์ พร้อมหัวซี่ลวดขึ้นมือ,SPK039,20,182,,กุรุส,พี.เอส.ที.เทรดดิ้ง
account_invoice_1009234,11310 ลูกหนี้การค้าในประเทศ,979-48947,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,ซี่ลวดเหล็ก 10G*123มม. สีทองอะโนไดซ์ พร้อมหัวซี่ลวดขึ้นมือ,SPK040,20,182,,กุรุส,พี.เอส.ที.เทรดดิ้ง
account_invoice_1009234,11310 ลูกหนี้การค้าในประเทศ,979-48947,,2013-02-15,2013-02-15,40,41100 รายได้จากการขายสินค้า,"เพลาล้อพ่วงข้าง 20"" - คละสี",TWL006,50,49,,ชุด,พี.เอส.ที.เทรดดิ้ง
account_invoice_1009235,11310 ลูกหนี้การค้าในประเทศ,979-48948,Sales: danupol,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีขาว (YS701)",MUL26WV2,6,5100,,คัน,"แฟ็ตฟรี, ร้านจักรยาน"
account_invoice_1009235,11310 ลูกหนี้การค้าในประเทศ,979-48948,Sales: danupol,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีแดง (YS706)",MUL26RV2,1,5100,,คัน,"แฟ็ตฟรี, ร้านจักรยาน"
account_invoice_1009235,11310 ลูกหนี้การค้าในประเทศ,979-48948,Sales: danupol,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size S (15"") สีขาว",OP13NV3000SW,1,8642,,คัน,"แฟ็ตฟรี, ร้านจักรยาน"
account_invoice_1009235,11310 ลูกหนี้การค้าในประเทศ,979-48948,Sales: danupol,2013-02-15,2013-02-15,40,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 4000 Size S (15"") สีแดง",OP13NV4000SR,1,11420,,คัน,"แฟ็ตฟรี, ร้านจักรยาน"
account_invoice_1009236,11310 ลูกหนี้การค้าในประเทศ,979-48949,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 4000 Size M (17"") สีแดง",OP13NV4000MR,1,10792,,คัน,ซุ่นหลี-ปราณบุรี
account_invoice_1009236,11310 ลูกหนี้การค้าในประเทศ,979-48949,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 4000 Size M (17"") สีขาว",OP13NV4000MW,1,10792,,คัน,ซุ่นหลี-ปราณบุรี
account_invoice_1009236,11310 ลูกหนี้การค้าในประเทศ,979-48949,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 4000 Size M (17"") สีดำ ",OP13NV4000MK,1,10792,,คัน,ซุ่นหลี-ปราณบุรี
account_invoice_1009236,11310 ลูกหนี้การค้าในประเทศ,979-48949,,2013-02-15,2013-02-15,40,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีขาว",OP13NV3000MW,3,7921,,คัน,ซุ่นหลี-ปราณบุรี
account_invoice_1009236,11310 ลูกหนี้การค้าในประเทศ,979-48949,,2013-02-15,2013-02-15,50,41100 รายได้จากการขายสินค้า,"จักรยาน OPTIMA MTB ALLOY รุ่น NOVA 3000 Size M (17"") สีดำ ",OP13NV3000MK,1,7921,,คัน,ซุ่นหลี-ปราณบุรี
account_invoice_1009237,11310 ลูกหนี้การค้าในประเทศ,979-48950,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,"SKD จักรยาน MTB รุ่น RJC 24"" สีน้ำเงิน",RJC24B,1,1200,,คัน,Walk-in Customers
account_invoice_1009238,11310 ลูกหนี้การค้าในประเทศ,980-48951,,2013-02-15,2013-02-15,10,41100 รายได้จากการขายสินค้า,แฮนด์ MINI 16,MMI16W,1,50,,อัน,Walk-in Customers
account_invoice_1009238,11310 ลูกหนี้การค้าในประเทศ,980-48951,,2013-02-15,2013-02-15,20,41100 รายได้จากการขายสินค้า,รายได้อื่น ๆ,SCP002,1,15,,อัน,Walk-in Customers
account_invoice_1009238,11310 ลูกหนี้การค้าในประเทศ,980-48951,,2013-02-15,2013-02-15,30,41100 รายได้จากการขายสินค้า,รายได้อื่น ๆ,SCP002,1,15,,อัน,Walk-in Customers
account_invoice_1009238,11310 ลูกหนี้การค้าในประเทศ,980-48951,,2013-02-15,2013-02-15,40,41100 รายได้จากการขายสินค้า,"ยางใน DURO 16"" AV, OEM PACKING",TUB008,1,40,,เส้น,Walk-in Customers
account_invoice_1009238,11310 ลูกหนี้การค้าในประเทศ,980-48951,,2013-02-15,2013-02-15,50,41100 รายได้จากการขายสินค้า,ขาตั้ง BMX 16 ชุบซิงค์,MMS20P,1,25,,อัน,Walk-in Customers
account_invoice_1009239,11310 ลูกหนี้การค้าในประเทศ,980-48952,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"จักรยาน SPORTS รุ่น CLASSIC 26"" คละสี",MSP26X,31,1500,,คัน,ไทยฮวด
account_invoice_1009240,11310 ลูกหนี้การค้าในประเทศ,980-48953,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีแดง",WAN16R,10,929,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009240,11310 ลูกหนี้การค้าในประเทศ,980-48953,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีฟ้า",WAN16SB,10,929,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009240,11310 ลูกหนี้การค้าในประเทศ,980-48953,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีชมพู",WAN16P,30,929,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009240,11310 ลูกหนี้การค้าในประเทศ,980-48953,,2013-02-16,2013-02-16,40,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 12"" สีแดง",JXG12R,26,777,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009240,11310 ลูกหนี้การค้าในประเทศ,980-48953,,2013-02-16,2013-02-16,50,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 12"" สีชมพู",WAN12P,30,837,,คัน,ซุปเปอร์ทอยส์
account_invoice_1009241,11310 ลูกหนี้การค้าในประเทศ,980-48954,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"CKD จักรยาน SWALLOW รุ่น CRUISER 24"" สีแดง",MMS20P,50,1354,,คัน,บุญลือจักรยาน
account_invoice_1009241,11310 ลูกหนี้การค้าในประเทศ,980-48954,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,2,4485,,คัน,บุญลือจักรยาน
account_invoice_1009241,11310 ลูกหนี้การค้าในประเทศ,980-48954,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,1,4485,,คัน,บุญลือจักรยาน
account_invoice_1009241,11310 ลูกหนี้การค้าในประเทศ,980-48954,,2013-02-16,2013-02-16,40,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,1,4485,,คัน,บุญลือจักรยาน
account_invoice_1009242,11310 ลูกหนี้การค้าในประเทศ,980-48955,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,1,4485,,คัน,LA BIKE SHOP (ชัยพานิช)
account_invoice_1009242,11310 ลูกหนี้การค้าในประเทศ,980-48955,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,1,4485,,คัน,LA BIKE SHOP (ชัยพานิช)
account_invoice_1009242,11310 ลูกหนี้การค้าในประเทศ,980-48955,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,LA BIKE SHOP (ชัยพานิช)
account_invoice_1009243,11310 ลูกหนี้การค้าในประเทศ,980-48956,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
account_invoice_1009243,11310 ลูกหนี้การค้าในประเทศ,980-48956,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
account_invoice_1009243,11310 ลูกหนี้การค้าในประเทศ,980-48956,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
account_invoice_1009243,11310 ลูกหนี้การค้าในประเทศ,980-48956,,2013-02-16,2013-02-16,40,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีชมพู",MC320P,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
account_invoice_1009243,11310 ลูกหนี้การค้าในประเทศ,980-48956,,2013-02-16,2013-02-16,50,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,"พงษ์เจริญจักรยาน, ร้อยเอ็ด"
account_invoice_1009244,11310 ลูกหนี้การค้าในประเทศ,980-48957,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,"เจริญทรัพย์, ร้าน"
account_invoice_1009244,11310 ลูกหนี้การค้าในประเทศ,980-48957,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,1,4485,,คัน,"เจริญทรัพย์, ร้าน"
account_invoice_1009244,11310 ลูกหนี้การค้าในประเทศ,980-48957,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,1,4485,,คัน,"เจริญทรัพย์, ร้าน"
account_invoice_1009245,11310 ลูกหนี้การค้าในประเทศ,980-48958,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,แฮนด์ MINI 20-24,MHR20C,400,39,,อัน,"ไพรัตน์ อินเตอร์เนชั่นแนล,บจก."
account_invoice_1009246,11310 ลูกหนี้การค้าในประเทศ,980-48959,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีชมพู",WAN16P,10,960,,คัน,รัตนการช่าง
account_invoice_1009246,11310 ลูกหนี้การค้าในประเทศ,980-48959,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีฟ้า YS-7603",MMS20SB,1,2530,,คัน,รัตนการช่าง
account_invoice_1009246,11310 ลูกหนี้การค้าในประเทศ,980-48959,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"ตะแกรงท้าย 24""  MTB ชุบดำ",RCR011,20,49,,อัน,รัตนการช่าง
account_invoice_1009247,11310 ลูกหนี้การค้าในประเทศ,980-48960,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีแดง",EBK016,2,11666,,คัน,อำนวยชัยจักรยาน 
account_invoice_1009247,11310 ลูกหนี้การค้าในประเทศ,980-48960,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีฟ้า",EBK014,3,11666,,คัน,อำนวยชัยจักรยาน 
account_invoice_1009248,11310 ลูกหนี้การค้าในประเทศ,980-48961,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีชมพู",MC320P,1,4350,,คัน,หงษ์ฟ้าเกียรติศักดิ์
account_invoice_1009248,11310 ลูกหนี้การค้าในประเทศ,980-48961,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,3,4350,,คัน,หงษ์ฟ้าเกียรติศักดิ์
account_invoice_1009248,11310 ลูกหนี้การค้าในประเทศ,980-48961,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีดำ",MC320K,2,4350,,คัน,หงษ์ฟ้าเกียรติศักดิ์
account_invoice_1009248,11310 ลูกหนี้การค้าในประเทศ,980-48961,,2013-02-16,2013-02-16,40,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",MC320SB,2,4350,,คัน,หงษ์ฟ้าเกียรติศักดิ์
account_invoice_1009248,11310 ลูกหนี้การค้าในประเทศ,980-48961,,2013-02-16,2013-02-16,50,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,2,4350,,คัน,หงษ์ฟ้าเกียรติศักดิ์
account_invoice_1009249,11310 ลูกหนี้การค้าในประเทศ,980-48962,,2013-02-16,2013-02-16,10,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",MC320S,1,4485,,คัน,Rayong city bike
account_invoice_1009249,11310 ลูกหนี้การค้าในประเทศ,980-48962,,2013-02-16,2013-02-16,20,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีแดง",MC320R,1,4485,,คัน,Rayong city bike
account_invoice_1009249,11310 ลูกหนี้การค้าในประเทศ,980-48962,,2013-02-16,2013-02-16,30,41100 รายได้จากการขายสินค้า,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีชมพู",MC320P,1,4485,,คัน,Rayong city bike
